tax_id,GeneID,Ensembl_gene_identifier,RNA_nucleotide_accession.version,Ensembl_rna_identifier,protein_accession.version,Ensembl_protein_identifier
105023,107395214,ENSNFUG00015018303,-,-,XP_015830021.1,ENSNFUP00015040568.1
105023,107395215,ENSNFUG00015019510,-,-,XP_015830023.1,ENSNFUP00015040984.1
105023,107395216,ENSNFUG00015019500,-,-,XP_015830024.1,ENSNFUP00015040629.1
105023,107395221,ENSNFUG00015019830,-,-,XP_015830031.1,ENSNFUP00015041406.1
105023,107395225,ENSNFUG00015022267,-,-,XP_015830037.1,ENSNFUP00015047100.1
105023,107395229,ENSNFUG00015014203,-,-,XP_015830042.1,ENSNFUP00015029271.1
105023,107395231,ENSNFUG00015014166,-,-,XP_015830044.1,ENSNFUP00015029203.1
105023,107395236,ENSNFUG00015003779,-,-,XP_015830048.1,ENSNFUP00015007686.1
105023,107395239,ENSNFUG00015014364,-,-,-,-
105023,107395243,ENSNFUG00015014423,-,-,-,-
105023,107395245,ENSNFUG00015014468,-,-,XP_015830058.1,ENSNFUP00015029855.1
105023,107395246,ENSNFUG00015014579,-,-,XP_015830059.1,ENSNFUP00015029937.1
105023,107395249,ENSNFUG00015014608,-,-,-,-
105023,107395253,ENSNFUG00015014668,-,-,-,-
105023,107395254,ENSNFUG00015015200,-,-,-,-
105023,107395256,ENSNFUG00015017748,-,-,XP_015830077.1,ENSNFUP00015036644.1
105023,107395259,ENSNFUG00015003828,-,-,-,-
105023,107395266,ENSNFUG00015023075,-,-,-,-
105023,107395268,ENSNFUG00015023087,-,-,XP_015830099.1,ENSNFUP00015049007.1
105023,107395270,ENSNFUG00015023126,-,-,XP_015830112.1,ENSNFUP00015049083.1
105023,107395273,ENSNFUG00015003835,-,-,-,-
105023,107395276,ENSNFUG00015023139,-,-,-,-
105023,107395285,ENSNFUG00015023147,-,-,-,-
105023,107395286,ENSNFUG00015003929,-,-,-,-
105023,107395288,ENSNFUG00015023149,-,-,-,-
105023,107395289,ENSNFUG00015023155,-,-,-,-
105023,107395290,ENSNFUG00015023156,-,-,-,-
105023,107395298,ENSNFUG00015023193,-,-,XP_015830139.1,ENSNFUP00015049332.1
105023,107395299,ENSNFUG00015023240,-,-,-,-
105023,107395300,ENSNFUG00015023244,-,-,-,-
105023,107395301,ENSNFUG00015023272,-,-,XP_015830143.1,ENSNFUP00015049466.1
105023,107395302,ENSNFUG00015023326,-,-,-,-
105023,107395303,ENSNFUG00015002876,-,-,XP_015830148.1,ENSNFUP00015005775.1
105023,107395307,ENSNFUG00015023351,-,-,XP_015830149.1,ENSNFUP00015049610.1
105023,107395310,ENSNFUG00015023344,-,-,-,-
105023,107395316,ENSNFUG00015023364,-,-,XP_015830155.1,ENSNFUP00015049621.1
105023,107395318,ENSNFUG00015023375,-,-,-,-
105023,107395319,ENSNFUG00015023401,-,-,-,-
105023,107395323,ENSNFUG00015023445,-,-,XP_015830172.1,ENSNFUP00015049833.1
105023,107395326,ENSNFUG00015023447,-,-,-,-
105023,107395327,ENSNFUG00015023453,-,-,XP_015830175.1,ENSNFUP00015049847.1
105023,107395329,ENSNFUG00015023469,-,-,XP_015830178.1,ENSNFUP00015049902.1
105023,107395332,ENSNFUG00015023493,-,-,XP_015830185.1,ENSNFUP00015049933.1
105023,107395334,ENSNFUG00015023489,-,-,XP_015830186.1,ENSNFUP00015049922.1
105023,107395336,ENSNFUG00015023485,-,-,-,-
105023,107395337,ENSNFUG00015023492,-,-,XP_015830191.1,ENSNFUP00015049929.1
105023,107395344,ENSNFUG00015002028,-,-,XP_015830302.1,ENSNFUP00015004036.1
105023,107395346,ENSNFUG00015008888,-,-,-,-
105023,107395348,ENSNFUG00015009208,-,-,XP_015830200.1,ENSNFUP00015019113.1
105023,107395352,ENSNFUG00015009587,-,-,-,-
105023,107395356,ENSNFUG00015009503,-,-,-,-
105023,107395360,ENSNFUG00015009693,-,-,-,-
105023,107395362,ENSNFUG00015009708,-,-,-,-
105023,107395364,ENSNFUG00015009749,-,-,XP_015830225.1,ENSNFUP00015020395.1
105023,107395366,ENSNFUG00015009937,-,-,-,-
105023,107395367,ENSNFUG00015009961,-,-,-,-
105023,107395368,ENSNFUG00015010510,-,-,-,-
105023,107395370,ENSNFUG00015010510,-,-,XP_015830229.1,ENSNFUP00015022011.1
105023,107395372,ENSNFUG00015010705,-,-,XP_015830231.1,ENSNFUP00015022155.1
105023,107395373,ENSNFUG00015010705,-,-,XP_015830234.1,ENSNFUP00015022880.1
105023,107395375,ENSNFUG00015011153,-,-,-,-
105023,107395376,ENSNFUG00015011097,-,-,-,-
105023,107395391,ENSNFUG00015011450,-,-,XP_015830248.1,ENSNFUP00015023816.1
105023,107395391,ENSNFUG00015011450,-,-,XP_015830251.1,ENSNFUP00015023851.1
105023,107395391,ENSNFUG00015011450,-,-,XP_015830254.1,ENSNFUP00015024003.1
105023,107395393,ENSNFUG00015011638,-,-,XP_015830255.1,ENSNFUP00015024110.1
105023,107395394,ENSNFUG00015011391,-,-,XP_015830256.1,ENSNFUP00015023584.1
105023,107395395,ENSNFUG00015011423,-,-,XP_015830257.1,ENSNFUP00015023609.1
105023,107395396,ENSNFUG00015011433,-,-,XP_015830258.1,ENSNFUP00015023616.1
105023,107395400,ENSNFUG00015011385,-,-,XP_015830261.1,ENSNFUP00015023539.1
105023,107395401,ENSNFUG00015011719,-,-,-,-
105023,107395401,ENSNFUG00015011719,-,-,XP_015830262.1,ENSNFUP00015024325.1
105023,107395404,ENSNFUG00015013311,-,-,-,-
105023,107395410,ENSNFUG00015013466,-,-,XP_015830274.1,ENSNFUP00015027840.1
105023,107395412,ENSNFUG00015013460,-,-,-,-
105023,107395420,ENSNFUG00015013786,-,-,XP_015830283.1,ENSNFUP00015028503.1
105023,107395421,ENSNFUG00015014023,-,-,XP_015830286.1,ENSNFUP00015035678.1
105023,107395421,ENSNFUG00015014023,-,-,XP_015830287.1,ENSNFUP00015035697.1
105023,107395422,ENSNFUG00015013817,-,-,XP_015830288.1,ENSNFUP00015028736.1
105023,107395422,ENSNFUG00015013817,-,-,XP_015830289.1,ENSNFUP00015028764.1
105023,107395426,ENSNFUG00015017536,-,-,-,-
105023,107395427,ENSNFUG00015017533,-,-,-,-
105023,107395428,ENSNFUG00015017543,-,-,-,-
105023,107395429,ENSNFUG00015019936,-,-,-,-
105023,107395430,ENSNFUG00015017626,-,-,-,-
105023,107395431,ENSNFUG00015017897,-,-,-,-
105023,107395433,ENSNFUG00015017817,-,-,XP_015830304.1,ENSNFUP00015036838.1
105023,107395436,ENSNFUG00015019954,-,-,-,-
105023,107395440,ENSNFUG00015020221,-,-,XP_015830314.1,ENSNFUP00015042521.1
105023,107395442,ENSNFUG00015020423,-,-,XP_015830318.1,ENSNFUP00015042668.1
105023,107395443,ENSNFUG00015020435,-,-,XP_015830320.1,ENSNFUP00015042691.1
105023,107395443,ENSNFUG00015020435,-,-,XP_015830322.1,ENSNFUP00015042708.1
105023,107395443,ENSNFUG00015020435,-,-,XP_015830323.1,ENSNFUP00015042720.1
105023,107395446,ENSNFUG00015020460,-,-,XP_015830327.1,ENSNFUP00015042736.1
105023,107395448,ENSNFUG00015020493,-,-,-,-
105023,107395449,ENSNFUG00015020511,-,-,XP_015830330.1,ENSNFUP00015042999.1
105023,107395451,ENSNFUG00015020482,-,-,-,-
105023,107395453,ENSNFUG00015020602,-,-,XP_015830337.1,ENSNFUP00015043028.1
105023,107395460,ENSNFUG00015008959,-,-,XP_015830342.1,ENSNFUP00015018812.1
105023,107395463,ENSNFUG00015009066,-,-,-,-
105023,107395470,ENSNFUG00015009274,-,-,XP_015830352.1,ENSNFUP00015019196.1
105023,107395472,ENSNFUG00015009306,-,-,-,-
105023,107395475,ENSNFUG00015009390,-,-,-,-
105023,107395484,ENSNFUG00015009442,-,-,-,-
105023,107395485,ENSNFUG00015009433,-,-,XP_015830366.1,ENSNFUP00015019476.1
105023,107395489,ENSNFUG00015009555,-,-,-,-
105023,107395495,ENSNFUG00015009589,-,-,XP_015830378.1,ENSNFUP00015019818.1
105023,107395503,ENSNFUG00015009701,-,-,XP_015830383.1,ENSNFUP00015020366.1
105023,107395503,ENSNFUG00015009701,-,-,XP_015830384.1,ENSNFUP00015020391.1
105023,107395504,ENSNFUG00015009953,-,-,XP_015830385.1,ENSNFUP00015020833.1
105023,107395504,ENSNFUG00015009953,-,-,XP_015830386.1,ENSNFUP00015020865.1
105023,107395505,ENSNFUG00015010182,-,-,-,-
105023,107395507,ENSNFUG00015009933,-,-,XP_015830388.1,ENSNFUP00015020455.1
105023,107395508,ENSNFUG00015009909,-,-,XP_015830390.1,ENSNFUP00015020443.1
105023,107395524,ENSNFUG00015010595,-,-,-,-
105023,107395525,ENSNFUG00015010605,-,-,-,-
105023,107395531,ENSNFUG00015010724,-,-,XP_015830409.1,ENSNFUP00015022119.1
105023,107395538,ENSNFUG00015010890,-,-,XP_015830415.1,ENSNFUP00015022500.1
105023,107395539,ENSNFUG00015010887,-,-,XP_015830416.1,ENSNFUP00015022490.1
105023,107395547,ENSNFUG00015010955,-,-,XP_015830424.1,ENSNFUP00015022670.1
105023,107395550,ENSNFUG00015010977,-,-,-,-
105023,107395553,ENSNFUG00015011044,-,-,XP_015830430.1,ENSNFUP00015023028.1
105023,107395553,ENSNFUG00015011044,-,-,XP_015830433.1,ENSNFUP00015023097.1
105023,107395553,ENSNFUG00015011044,-,-,XP_015830434.1,ENSNFUP00015022999.1
105023,107395557,ENSNFUG00015011012,-,-,XP_015830438.1,ENSNFUP00015022801.1
105023,107395558,ENSNFUG00015011189,-,-,-,-
105023,107395560,ENSNFUG00015011194,-,-,-,-
105023,107395562,ENSNFUG00015011181,-,-,-,-
105023,107395563,ENSNFUG00015011181,-,-,-,-
105023,107395566,ENSNFUG00015011293,-,-,XP_015830454.1,ENSNFUP00015023318.1
105023,107395567,ENSNFUG00015011218,-,-,-,-
105023,107395568,ENSNFUG00015013970,-,-,-,-
105023,107395571,ENSNFUG00015013982,-,-,-,-
105023,107395572,ENSNFUG00015014006,-,-,XP_015830463.1,ENSNFUP00015030430.1
105023,107395588,ENSNFUG00015010530,-,-,XP_015830484.1,ENSNFUP00015023843.1
105023,107395588,ENSNFUG00015010530,-,-,XP_015830485.1,ENSNFUP00015023833.1
105023,107395589,ENSNFUG00015011689,-,-,XP_015830487.1,ENSNFUP00015024157.1
105023,107395593,ENSNFUG00015011710,-,-,XP_015830489.1,ENSNFUP00015024202.1
105023,107395595,ENSNFUG00015007292,-,-,XP_015830494.1,ENSNFUP00015015034.1
105023,107395603,ENSNFUG00015007316,-,-,XP_015830516.1,ENSNFUP00015015096.1
105023,107395610,ENSNFUG00015013866,-,-,-,-
105023,107395611,ENSNFUG00015012536,-,-,-,-
105023,107395612,ENSNFUG00015012465,-,-,XP_015830508.1,ENSNFUP00015025746.1
105023,107395612,ENSNFUG00015012465,-,-,XP_015830509.1,ENSNFUP00015025750.1
105023,107395612,ENSNFUG00015012465,-,-,XP_015830510.1,ENSNFUP00015025754.1
105023,107395612,ENSNFUG00015012465,-,-,XP_015830511.1,ENSNFUP00015025758.1
105023,107395629,ENSNFUG00015013907,-,-,XP_015830531.1,ENSNFUP00015028710.1
105023,107395633,ENSNFUG00015013917,-,-,-,-
105023,107395637,ENSNFUG00015007331,-,-,-,-
105023,107395639,ENSNFUG00015017650,-,-,XP_015830541.1,ENSNFUP00015037403.1
105023,107395640,ENSNFUG00015017621,-,-,-,-
105023,107395646,ENSNFUG00015018136,-,-,XP_015830548.1,ENSNFUP00015037527.1
105023,107395651,ENSNFUG00015018198,-,-,-,-
105023,107395652,ENSNFUG00015018162,-,-,-,-
105023,107395653,ENSNFUG00015019268,-,-,XP_015830558.1,ENSNFUP00015040043.1
105023,107395658,ENSNFUG00015020233,-,-,-,-
105023,107395659,ENSNFUG00015020238,-,-,XP_015830566.1,ENSNFUP00015042199.1
105023,107395663,ENSNFUG00015007737,-,-,XP_015830572.1,ENSNFUP00015016678.1
105023,107395663,ENSNFUG00015007737,-,-,XP_015830579.1,ENSNFUP00015016664.1
105023,107395665,ENSNFUG00015020563,-,-,-,-
105023,107395670,ENSNFUG00015020576,-,-,-,-
105023,107395673,ENSNFUG00015020597,-,-,-,-
105023,107395677,ENSNFUG00015020841,-,-,-,-
105023,107395678,ENSNFUG00015020856,-,-,-,-
105023,107395679,ENSNFUG00015020886,-,-,-,-
105023,107395680,ENSNFUG00015014141,-,-,-,-
105023,107395683,ENSNFUG00015020888,-,-,-,-
105023,107395690,ENSNFUG00015014485,-,-,XP_015830608.1,ENSNFUP00015030391.1
105023,107395692,ENSNFUG00015015337,-,-,-,-
105023,107395693,ENSNFUG00015015370,-,-,-,-
105023,107395696,ENSNFUG00015002052,-,-,-,-
105023,107395697,ENSNFUG00015008046,-,-,-,-
105023,107395698,ENSNFUG00015015928,-,-,XP_015830615.1,ENSNFUP00015033618.1
105023,107395701,ENSNFUG00015016492,-,-,-,-
105023,107395703,ENSNFUG00015016456,-,-,-,-
105023,107395720,ENSNFUG00015008100,-,-,XP_015830647.1,ENSNFUP00015016944.1
105023,107395723,ENSNFUG00015018611,-,-,XP_015830645.1,ENSNFUP00015038562.1
105023,107395727,ENSNFUG00015018602,-,-,XP_015830650.1,ENSNFUP00015038527.1
105023,107395728,ENSNFUG00015018663,-,-,XP_015830652.1,ENSNFUP00015038687.1
105023,107395730,ENSNFUG00015008111,-,-,-,-
105023,107395732,ENSNFUG00015018691,-,-,XP_015830656.1,ENSNFUP00015038738.1
105023,107395735,ENSNFUG00015018702,-,-,-,-
105023,107395736,ENSNFUG00015018709,-,-,XP_015830661.1,ENSNFUP00015038789.1
105023,107395739,ENSNFUG00015018724,-,-,-,-
105023,107395740,ENSNFUG00015008106,-,-,-,-
105023,107395745,ENSNFUG00015018734,-,-,XP_015830680.1,ENSNFUP00015038846.1
105023,107395748,ENSNFUG00015018743,-,-,XP_015830683.1,ENSNFUP00015038864.1
105023,107395749,ENSNFUG00015019326,-,-,XP_015830684.1,ENSNFUP00015040169.1
105023,107395752,ENSNFUG00015019391,-,-,XP_015830689.1,ENSNFUP00015040331.1
105023,107395753,ENSNFUG00015019385,-,-,XP_015830690.1,ENSNFUP00015040315.1
105023,107395761,ENSNFUG00015008227,-,-,XP_015830699.1,ENSNFUP00015020326.1
105023,107395764,ENSNFUG00015019452,-,-,-,-
105023,107395767,ENSNFUG00015019457,-,-,XP_015830704.1,ENSNFUP00015040524.1
105023,107395769,ENSNFUG00015019478,-,-,XP_015830706.1,ENSNFUP00015040580.1
105023,107395771,ENSNFUG00015019475,-,-,-,-
105023,107395775,ENSNFUG00015021568,-,-,-,-
105023,107395776,ENSNFUG00015010050,-,-,XP_015830718.1,ENSNFUP00015021068.1
105023,107395781,ENSNFUG00015021610,-,-,-,-
105023,107395783,ENSNFUG00015002056,-,-,XP_015830759.1,ENSNFUP00015004094.1
105023,107395786,ENSNFUG00015021622,-,-,XP_015830723.1,ENSNFUP00015045474.1
105023,107395789,ENSNFUG00015014235,-,-,-,-
105023,107395790,ENSNFUG00015014204,-,-,-,-
105023,107395793,ENSNFUG00015014273,-,-,XP_015830731.1,ENSNFUP00015029387.1
105023,107395797,ENSNFUG00015010366,-,-,-,-
105023,107395798,ENSNFUG00015014332,-,-,XP_015830734.1,ENSNFUP00015029461.1
105023,107395799,ENSNFUG00015014369,-,-,XP_015830736.1,ENSNFUP00015029553.1
105023,107395800,ENSNFUG00015014396,-,-,XP_015830737.1,ENSNFUP00015029580.1
105023,107395807,ENSNFUG00015015165,-,-,-,-
105023,107395808,ENSNFUG00015015247,-,-,XP_015830749.1,ENSNFUP00015031366.1
105023,107395809,ENSNFUG00015015223,-,-,-,-
105023,107395810,ENSNFUG00015010493,-,-,-,-
105023,107395813,ENSNFUG00015015346,-,-,XP_015830763.1,ENSNFUP00015031418.1
105023,107395823,ENSNFUG00015015693,-,-,-,-
105023,107395824,ENSNFUG00015016478,-,-,XP_015830780.1,ENSNFUP00015033690.1
105023,107395829,ENSNFUG00015016536,-,-,XP_015830783.1,ENSNFUP00015034381.1
105023,107395848,ENSNFUG00015017048,-,-,-,-
105023,107395851,ENSNFUG00015017091,-,-,XP_015830811.1,ENSNFUP00015035179.1
105023,107395852,ENSNFUG00015017080,-,-,-,-
105023,107395855,ENSNFUG00015017127,-,-,XP_015830815.1,ENSNFUP00015035218.1
105023,107395856,ENSNFUG00015017121,-,-,-,-
105023,107395858,ENSNFUG00015017146,-,-,-,-
105023,107395862,ENSNFUG00015017185,-,-,XP_015830824.1,ENSNFUP00015035354.1
105023,107395864,ENSNFUG00015017195,-,-,XP_015830826.1,ENSNFUP00015035390.1
105023,107395865,ENSNFUG00015017210,-,-,XP_015830827.1,ENSNFUP00015035411.1
105023,107395867,ENSNFUG00015017222,-,-,XP_015830829.1,ENSNFUP00015035501.1
105023,107395868,ENSNFUG00015017250,-,-,-,-
105023,107395869,ENSNFUG00015002106,-,-,XP_015831084.1,ENSNFUP00015004276.1
105023,107395869,ENSNFUG00015002106,-,-,XP_015831315.1,ENSNFUP00015004301.1
105023,107395870,ENSNFUG00015011217,-,-,-,-
105023,107395871,ENSNFUG00015017281,-,-,XP_015830831.1,ENSNFUP00015035579.1
105023,107395873,ENSNFUG00015017213,-,-,-,-
105023,107395876,ENSNFUG00015017300,-,-,XP_015830840.1,ENSNFUP00015035621.1
105023,107395879,ENSNFUG00015011030,-,-,-,-
105023,107395888,ENSNFUG00015012047,-,-,-,-
105023,107395899,ENSNFUG00015012040,-,-,-,-
105023,107395901,ENSNFUG00015018122,-,-,-,-
105023,107395902,ENSNFUG00015018620,-,-,XP_015830866.1,ENSNFUP00015038609.1
105023,107395904,ENSNFUG00015018646,-,-,XP_015830868.1,ENSNFUP00015038650.1
105023,107395910,ENSNFUG00015018650,-,-,XP_015830871.1,ENSNFUP00015038662.1
105023,107395916,ENSNFUG00015018755,-,-,-,-
105023,107395917,ENSNFUG00015018658,-,-,-,-
105023,107395926,ENSNFUG00015017190,-,-,-,-
105023,107395930,ENSNFUG00015019698,-,-,XP_015830883.1,ENSNFUP00015041161.1
105023,107395933,ENSNFUG00015019774,-,-,XP_015830887.1,ENSNFUP00015041197.1
105023,107395939,ENSNFUG00015019828,-,-,XP_015830894.1,ENSNFUP00015041299.1
105023,107395945,ENSNFUG00015019851,-,-,XP_015830898.1,ENSNFUP00015041373.1
105023,107395948,ENSNFUG00015019891,-,-,-,-
105023,107395953,ENSNFUG00015017635,-,-,XP_015830905.1,ENSNFUP00015036393.1
105023,107395954,ENSNFUG00015017542,-,-,XP_015830920.1,ENSNFUP00015036199.1
105023,107395957,ENSNFUG00015017610,-,-,-,-
105023,107395958,ENSNFUG00015017598,-,-,-,-
105023,107395962,ENSNFUG00015017573,-,-,-,-
105023,107395963,ENSNFUG00015017465,-,-,-,-
105023,107395964,ENSNFUG00015017590,-,-,-,-
105023,107395965,ENSNFUG00015017478,-,-,-,-
105023,107395966,ENSNFUG00015017485,-,-,XP_015830931.1,ENSNFUP00015036182.1
105023,107395975,ENSNFUG00015015250,-,-,-,-
105023,107395976,ENSNFUG00015014219,-,-,-,-
105023,107395977,ENSNFUG00015017555,-,-,XP_015830948.1,ENSNFUP00015036222.1
105023,107395983,ENSNFUG00015017802,-,-,XP_015830959.1,ENSNFUP00015036773.1
105023,107395988,ENSNFUG00015017883,-,-,-,-
105023,107395989,ENSNFUG00015017993,-,-,XP_015830967.1,ENSNFUP00015037285.1
105023,107395992,ENSNFUG00015017876,-,-,XP_015830972.1,ENSNFUP00015036924.1
105023,107395996,ENSNFUG00015018109,-,-,XP_015830976.1,ENSNFUP00015037554.1
105023,107395997,ENSNFUG00015017406,-,-,XP_015830978.1,ENSNFUP00015035905.1
105023,107396007,ENSNFUG00015017600,-,-,-,-
105023,107396008,ENSNFUG00015017898,-,-,-,-
105023,107396010,ENSNFUG00015018197,-,-,-,-
105023,107396010,ENSNFUG00015018197,-,-,XP_015830994.1,ENSNFUP00015037669.1
105023,107396011,ENSNFUG00015018218,-,-,-,-
105023,107396012,ENSNFUG00015018270,-,-,-,-
105023,107396013,ENSNFUG00015018261,-,-,-,-
105023,107396014,ENSNFUG00015017942,-,-,XP_015831004.1,ENSNFUP00015037169.1
105023,107396016,ENSNFUG00015017461,-,-,-,-
105023,107396017,ENSNFUG00015017425,-,-,XP_015831005.1,ENSNFUP00015035942.1
105023,107396021,ENSNFUG00015017639,-,-,XP_015831009.1,ENSNFUP00015036731.1
105023,107396023,ENSNFUG00015018006,-,-,-,-
105023,107396025,ENSNFUG00015017865,-,-,-,-
105023,107396026,ENSNFUG00015017878,-,-,-,-
105023,107396029,ENSNFUG00015018016,-,-,XP_015831018.1,ENSNFUP00015037239.1
105023,107396030,ENSNFUG00015018277,-,-,-,-
105023,107396033,ENSNFUG00015018030,-,-,-,-
105023,107396034,ENSNFUG00015018187,-,-,XP_015831025.1,ENSNFUP00015037644.1
105023,107396040,ENSNFUG00015017999,-,-,XP_015831041.1,ENSNFUP00015037202.1
105023,107396043,ENSNFUG00015018723,-,-,-,-
105023,107396045,ENSNFUG00015018668,-,-,-,-
105023,107396046,ENSNFUG00015018577,-,-,-,-
105023,107396047,ENSNFUG00015018509,-,-,-,-
105023,107396050,ENSNFUG00015018619,-,-,-,-
105023,107396051,ENSNFUG00015018022,-,-,XP_015831054.1,ENSNFUP00015037455.1
105023,107396052,ENSNFUG00015018631,-,-,-,-
105023,107396054,ENSNFUG00015018600,-,-,-,-
105023,107396056,ENSNFUG00015018608,-,-,XP_015831062.1,ENSNFUP00015038535.1
105023,107396057,ENSNFUG00015018127,-,-,-,-
105023,107396059,ENSNFUG00015018571,-,-,-,-
105023,107396061,ENSNFUG00015018558,-,-,-,-
105023,107396062,ENSNFUG00015018654,-,-,XP_015831072.1,ENSNFUP00015038676.1
105023,107396065,ENSNFUG00015018297,-,-,-,-
105023,107396067,ENSNFUG00015020361,-,-,XP_015831077.1,ENSNFUP00015044405.1
105023,107396067,ENSNFUG00015020361,-,-,XP_015831081.1,ENSNFUP00015044357.1
105023,107396069,ENSNFUG00015021145,-,-,-,-
105023,107396069,ENSNFUG00015021145,-,-,XP_015831085.1,ENSNFUP00015044426.1
105023,107396071,ENSNFUG00015018774,-,-,-,-
105023,107396072,ENSNFUG00015019109,-,-,XP_015831087.1,ENSNFUP00015041859.1
105023,107396075,ENSNFUG00015020314,-,-,XP_015831088.1,ENSNFUP00015042412.1
105023,107396076,ENSNFUG00015020310,-,-,XP_015831089.1,ENSNFUP00015042405.1
105023,107396077,ENSNFUG00015021155,-,-,XP_015831091.1,ENSNFUP00015044856.1
105023,107396078,ENSNFUG00015021349,-,-,-,-
105023,107396079,ENSNFUG00015021335,-,-,XP_015831094.1,ENSNFUP00015044878.1
105023,107396082,ENSNFUG00015020319,-,-,XP_015831098.1,ENSNFUP00015042436.1
105023,107396084,ENSNFUG00015021391,-,-,-,-
105023,107396086,ENSNFUG00015021358,-,-,XP_015831102.1,ENSNFUP00015044938.1
105023,107396087,ENSNFUG00015022124,-,-,-,-
105023,107396090,ENSNFUG00015014099,-,-,XP_015831115.1,ENSNFUP00015029099.1
105023,107396091,ENSNFUG00015022153,-,-,XP_015831116.1,ENSNFUP00015046772.1
105023,107396091,ENSNFUG00015022153,-,-,XP_015831117.1,ENSNFUP00015046769.1
105023,107396092,ENSNFUG00015022197,-,-,-,-
105023,107396094,ENSNFUG00015022101,-,-,-,-
105023,107396095,ENSNFUG00015022094,-,-,-,-
105023,107396096,ENSNFUG00015022382,-,-,-,-
105023,107396097,ENSNFUG00015021629,-,-,XP_015831127.1,ENSNFUP00015046516.1
105023,107396099,ENSNFUG00015022163,-,-,-,-
105023,107396100,ENSNFUG00015022150,-,-,-,-
105023,107396104,ENSNFUG00015014970,-,-,-,-
105023,107396107,ENSNFUG00015015484,-,-,-,-
105023,107396109,ENSNFUG00015015030,-,-,XP_015831143.1,ENSNFUP00015030823.1
105023,107396110,ENSNFUG00015015622,-,-,XP_015831144.1,ENSNFUP00015031950.1
105023,107396111,ENSNFUG00015015657,-,-,XP_015831145.1,ENSNFUP00015031987.1
105023,107396114,ENSNFUG00015014519,-,-,-,-
105023,107396115,ENSNFUG00015014583,-,-,-,-
105023,107396116,ENSNFUG00015014621,-,-,-,-
105023,107396117,ENSNFUG00015014607,-,-,XP_015831153.1,ENSNFUP00015029998.1
105023,107396120,ENSNFUG00015014593,-,-,-,-
105023,107396123,ENSNFUG00015014163,-,-,-,-
105023,107396126,ENSNFUG00015014346,-,-,XP_015831165.1,ENSNFUP00015029529.1
105023,107396129,ENSNFUG00015015678,-,-,XP_015831167.1,ENSNFUP00015032030.1
105023,107396133,ENSNFUG00015014785,-,-,XP_015831170.1,ENSNFUP00015030307.1
105023,107396135,ENSNFUG00015015741,-,-,XP_015831171.1,ENSNFUP00015032140.1
105023,107396137,ENSNFUG00015015764,-,-,XP_015831173.1,ENSNFUP00015032211.1
105023,107396138,ENSNFUG00015015749,-,-,XP_015831176.1,ENSNFUP00015032167.1
105023,107396141,ENSNFUG00015015825,-,-,XP_015831181.1,ENSNFUP00015032678.1
105023,107396142,ENSNFUG00015006236,-,-,XP_015831184.1,ENSNFUP00015013105.1
105023,107396143,ENSNFUG00015016035,-,-,XP_015831182.1,ENSNFUP00015032796.1
105023,107396147,ENSNFUG00015016118,-,-,XP_015831186.1,ENSNFUP00015033202.1
105023,107396150,ENSNFUG00015006460,-,-,XP_015831194.1,ENSNFUP00015013153.1
105023,107396151,ENSNFUG00015016791,-,-,-,-
105023,107396152,ENSNFUG00015016566,-,-,XP_015831192.1,ENSNFUP00015034343.1
105023,107396153,ENSNFUG00015016772,-,-,XP_015831193.1,ENSNFUP00015034429.1
105023,107396157,ENSNFUG00015016899,-,-,XP_015831198.1,ENSNFUP00015037643.1
105023,107396159,ENSNFUG00015006476,-,-,XP_015831205.1,ENSNFUP00015013209.1
105023,107396168,ENSNFUG00015006499,-,-,XP_015831215.1,ENSNFUP00015013239.1
105023,107396172,ENSNFUG00015021443,-,-,-,-
105023,107396175,ENSNFUG00015021472,-,-,-,-
105023,107396176,ENSNFUG00015021301,-,-,-,-
105023,107396180,ENSNFUG00015021426,-,-,-,-
105023,107396184,ENSNFUG00015021072,-,-,-,-
105023,107396186,ENSNFUG00015021790,-,-,XP_015831255.1,ENSNFUP00015045956.1
105023,107396187,ENSNFUG00015021832,-,-,-,-
105023,107396188,ENSNFUG00015006648,-,-,-,-
105023,107396189,ENSNFUG00015021835,-,-,-,-
105023,107396190,ENSNFUG00015021829,-,-,XP_015831259.1,ENSNFUP00015045978.1
105023,107396191,ENSNFUG00015021705,-,-,XP_015831260.1,ENSNFUP00015045841.1
105023,107396193,ENSNFUG00015021697,-,-,XP_015831265.1,ENSNFUP00015045633.1
105023,107396194,ENSNFUG00015021497,-,-,XP_015831267.1,ENSNFUP00015045260.1
105023,107396195,ENSNFUG00015021521,-,-,-,-
105023,107396196,ENSNFUG00015022070,-,-,-,-
105023,107396197,ENSNFUG00015006553,-,-,XP_015831282.1,ENSNFUP00015013377.1
105023,107396201,ENSNFUG00015014134,-,-,-,-
105023,107396206,ENSNFUG00015022090,-,-,-,-
105023,107396207,ENSNFUG00015022092,-,-,-,-
105023,107396211,ENSNFUG00015014762,-,-,XP_015831288.1,ENSNFUP00015030352.1
105023,107396215,ENSNFUG00015015048,-,-,-,-
105023,107396216,ENSNFUG00015015005,-,-,XP_015831295.1,ENSNFUP00015030761.1
105023,107396217,ENSNFUG00015015025,-,-,XP_015831296.1,ENSNFUP00015030802.1
105023,107396218,ENSNFUG00015014976,-,-,-,-
105023,107396219,ENSNFUG00015007904,-,-,XP_015831302.1,ENSNFUP00015018901.1
